a,ar,52
a(n),ar,52
an,ar,52
da,ar,52
de,ar,52
hoi,ar,52
le,ar,52
t',ar,52
t3h,ar,52
teh,ar,52
thay,ar,52
the,ar,52
tho,ar,52
ye,ar,52
za,ar,52
ze,ar,52
zee,ar,52
