aeronautical;a;1;;;;;;
aerophilatelic;a;1;;;;;;
aerophilic;a;0;;;;;;
aerophilous;a;0;;;;;;
aerosolised;a;0;;;;;;
aerosolized;a;0;;;;;;
aery;a;0;;;;;;
aeschylean;a;1;;;;;;
aesculapian;a;1;;;;;;
aesthetic;a;1,0,0;;;;;;
aesthetical;a;0;;;;;;
aestival;a;0;;;;;;
aetiologic;a;1,1;;;;;;
aetiological;a;1,1;;;;;;
afeard;a;0;;;;;;
afeared;a;0;;;;;;
afebrile;a;1;;;;;;
affable;a;0;;;;;;
affected;a;0,0,0;;;;;;
affecting;a;0;;;;;;
affectional;a;0;;;;;;
affectionate;a;0;;;;;;
affective;a;0;;;;;;
afferent;a;0;;;;;;
affiliated;a;0;;;;;;
affinal;a;0;;;;;;
affine;a;1,0;;;;;;
affined;a;0;;;;;;
affirmable;a;0;;;;;;
affirmative;a;0,0,0;;;;;;
affirmatory;a;0;;;;;;
affixal;a;1;;;;;;
affixed;a;0;;;;;;
affixial;a;1;;;;;;
afflicted;a;0,0;;;;;;
afflictive;a;0;;;;;;
affluent;a;0;;;;;;
affordable;a;0;;;;;;
afghan;a;1;;;;;;
afghani;a;1;;;;;;
afghanistani;a;1;;;;;;
afire;a;0;;;;;;
aflame;a;0,0;;;;;;
aflare;a;0,0;;;;;;
aflicker;a;0;;;;;;
afloat;a;0,0,0;;;;;;
aflutter;a;0;;;;;;
afoot;a;0,0;;;;;;
aforementioned;a;0;;;;;;
aforesaid;a;0;;;;;;
aforethought;a;0;;;;;;
afoul;a;0;;;;;;
afraid;a;0,0,0,0;;;;;;
african;a;1;;;;;;
african-american;a;0;;;;;;
afrikaans;a;1;;;;;;
afrikaner;a;1;;;;;;
afro-american;a;0;;;;;;
afro-asian;a;1;;;;;;
aft;a;0;;;;;;
after;a;0;;;;;;
after-hours;a;0;;;;;;
after-school;a;0;;;;;;
aftermost;a;0;;;;;;
aftershafted;a;0;;;;;;
agamic;a;0;;;;;;
agamogenetic;a;0;;;;;;
agamous;a;0;;;;;;
agape;a;0;;;;;;
agaze;a;0;;;;;;
age-old;a;0;;;;;;
age-related;a;0;;;;;;
aged;a;0,0,0,0,0;;;;;;
ageing;a;0;;;;;;
ageless;a;0;;;;;;
agelong;a;0;;;;;;
agential;a;1;;;;;;
agglomerate;a;0;;;;;;
agglomerated;a;0;;;;;;
agglomerative;a;0;;;;;;
agglutinate;a;0;;;;;;
agglutinative;a;0,0;;;;;;
aggravated;a;0,0;;;;;;
aggravating;a;0;;;;;;
